event_id,user_id,movie_id,date_id,device_type,watch_minutes,completion_pct,is_completed,rating_given
102796,625,337,20240803,Gaming Console,81.1,49.8,0,
102797,346,130,20241114,Smart TV,24.6,76.9,0,
102798,2677,548,20240616,Smart TV,48.6,46.8,0,
102799,664,535,20240114,Laptop,88.8,59.2,0,1.0
102800,1742,566,20240901,Mobile,29.3,52.3,0,5.0
102801,786,282,20241222,Smart TV,158.9,92.9,1,
102802,515,23,20241231,Laptop,25.7,47.7,0,4.0
102803,1117,464,20241015,Smart TV,49.2,43.2,0,2.0
102804,2722,36,20240611,Laptop,83.2,57.4,0,3.0
102805,2670,82,20241008,Mobile,10.2,48.8,0,2.0
102806,1885,229,20240323,Laptop,73.2,87.1,0,5.0
102807,2316,393,20241101,Smart TV,74.6,81.0,0,3.0
102808,199,374,20241211,Web Browser,35.5,60.2,0,5.0
102809,2890,578,20240609,Tablet,97.7,88.1,0,
102810,626,314,20240412,Mobile,7.4,23.7,0,5.0
102811,851,103,20241016,Smart TV,9.2,27.1,0,
102812,2858,342,20241116,Mobile,22.8,17.2,0,
102813,1705,253,20241217,Tablet,23.8,95.3,1,5.0
102814,1512,402,20241213,Laptop,35.9,21.8,0,
102815,1477,445,20241225,Mobile,53.2,60.5,0,4.0
102816,1155,365,20240219,Smart TV,12.7,8.8,0,
102817,222,145,20241104,Mobile,43.2,92.0,1,
102818,1994,184,20240910,Smart TV,4.1,20.6,0,
102819,2120,251,20241128,Mobile,96.3,58.0,0,3.0
102820,2590,396,20241225,Smart TV,10.4,20.8,0,1.0
102821,196,524,20241024,Mobile,70.2,80.7,0,4.0
102822,1142,242,20241121,Smart TV,48.2,92.7,1,2.0
102823,2608,224,20240920,Gaming Console,71.0,74.7,0,
102824,1483,521,20231105,Tablet,68.3,65.1,0,2.0
102825,2668,503,20241130,Web Browser,30.5,35.5,0,1.0
102826,560,225,20241217,Mobile,67.6,43.3,0,
102827,222,99,20240904,Tablet,86.4,57.2,0,
102828,382,302,20231201,Mobile,72.2,44.6,0,1.0
102829,1406,379,20241215,Smart TV,27.3,22.9,0,
102830,1376,46,20231101,Smart TV,31.9,18.1,0,1.0
102831,105,455,20240606,Smart TV,67.3,59.1,0,1.0
102832,358,83,20240105,Smart TV,49.8,39.9,0,5.0
102833,481,378,20241003,Tablet,50.5,33.0,0,
102834,274,129,20241011,Smart TV,38.7,65.6,0,
102835,2485,303,20241124,Smart TV,27.8,19.0,0,1.0
102836,1915,577,20230628,Mobile,132.6,80.9,0,
102837,1015,485,20230702,Smart TV,40.4,73.4,0,1.0
102838,2560,589,20241227,Smart TV,9.8,31.6,0,
102839,1137,232,20241007,Laptop,69.2,43.5,0,2.0
102840,2047,363,20240613,Tablet,46.7,35.9,0,
102841,809,73,20230915,Smart TV,81.9,66.1,0,3.0
102842,2897,51,20241022,Smart TV,66.1,38.2,0,
102843,1935,375,20231210,Smart TV,65.6,49.0,0,1.0
102844,2706,298,20230731,Laptop,58.7,59.9,0,
102845,2080,182,20230605,Mobile,13.6,34.0,0,
102846,1598,487,20240818,Smart TV,50.2,86.6,0,3.0
102847,118,13,20240827,Laptop,107.6,60.8,0,
102848,1662,553,20240917,Smart TV,24.2,89.6,0,3.0
102849,460,313,20241216,Laptop,103.1,61.4,0,1.0
102850,2645,384,20241003,Smart TV,95.7,74.8,0,5.0
102851,2328,369,20241105,Smart TV,17.5,54.8,0,1.0
102852,2057,444,20240627,Mobile,104.0,87.4,0,4.0
102853,2582,60,20231102,Laptop,68.5,42.8,0,5.0
102854,2564,121,20231219,Mobile,64.0,46.1,0,5.0
102855,1748,360,20240812,Web Browser,24.6,61.5,0,
102856,626,377,20240207,Laptop,13.1,41.0,0,5.0
102857,2376,190,20241228,Smart TV,15.9,72.3,0,1.0
102858,398,304,20240427,Mobile,84.3,83.4,0,
102859,1161,212,20240920,Smart TV,19.2,63.9,0,1.0
102860,2528,223,20240914,Tablet,83.4,60.4,0,
102861,2415,456,20240530,Tablet,37.3,23.3,0,4.0
102862,395,193,20241004,Smart TV,95.4,80.8,0,
102863,352,65,20241104,Gaming Console,23.7,43.0,0,2.0
102864,1251,272,20241018,Smart TV,99.4,62.1,0,4.0
102865,1468,596,20241225,Laptop,35.9,67.7,0,2.0
102866,2727,320,20241208,Gaming Console,29.2,32.4,0,5.0
102867,2492,561,20240425,Smart TV,13.6,10.5,0,3.0
102868,731,125,20240707,Smart TV,46.5,50.5,0,
102869,1398,358,20240509,Mobile,138.5,77.0,0,2.0
102870,546,591,20240404,Mobile,26.1,30.8,0,5.0
102871,1483,511,20240728,Tablet,84.4,69.2,0,3.0
102872,2390,206,20240120,Smart TV,66.2,37.2,0,1.0
102873,2050,13,20240830,Mobile,90.3,51.0,0,3.0
102874,727,159,20241223,Smart TV,54.6,45.5,0,5.0
102875,789,122,20241211,Gaming Console,16.8,60.1,0,4.0
102876,2659,339,20241023,Smart TV,14.9,51.4,0,5.0
102877,2336,94,20240828,Smart TV,65.5,66.2,0,1.0
102878,1294,385,20241016,Tablet,33.9,19.5,0,2.0
102879,507,475,20241017,Laptop,79.6,58.1,0,
102880,2163,378,20241220,Mobile,112.3,73.4,0,2.0
102881,2877,250,20240101,Mobile,52.6,37.8,0,5.0
102882,706,1,20240603,Smart TV,30.4,63.3,0,
102883,2458,378,20241220,Mobile,103.0,67.3,0,2.0
102884,1415,520,20240901,Smart TV,75.4,67.3,0,2.0
102885,806,201,20240907,Tablet,103.0,96.2,1,3.0
102886,2844,318,20240723,Tablet,22.1,45.2,0,2.0
102887,913,402,20240108,Mobile,82.2,49.8,0,2.0
102888,2009,111,20241231,Smart TV,7.2,20.7,0,4.0
102889,2988,296,20231229,Mobile,94.8,62.4,0,5.0
102890,2792,400,20241109,Smart TV,18.2,47.8,0,5.0
102891,885,184,20240906,Mobile,16.1,80.3,0,3.0
102892,1597,385,20231004,Mobile,133.0,76.5,0,3.0
102893,156,379,20240516,Smart TV,101.4,85.2,0,2.0
102894,1491,194,20241119,Smart TV,16.0,57.2,0,3.0
102895,1036,415,20230911,Web Browser,12.8,44.3,0,
102896,870,23,20241031,Smart TV,7.2,13.3,0,4.0
102897,2650,132,20241126,Laptop,65.6,68.4,0,4.0
102898,487,277,20240330,Laptop,87.4,52.3,0,3.0
102899,1947,268,20240603,Mobile,25.0,16.2,0,2.0
102900,1743,349,20241026,Mobile,55.9,65.8,0,
102901,2548,578,20240618,Smart TV,93.1,83.8,0,5.0
102902,1804,452,20240522,Smart TV,22.8,43.0,0,
102903,1698,5,20241124,Mobile,69.3,65.4,0,3.0
102904,1209,317,20241218,Smart TV,84.6,77.6,0,5.0
102905,1866,273,20240514,Mobile,104.3,59.6,0,3.0
102906,1997,147,20240411,Laptop,113.5,83.5,0,
102907,2575,348,20241205,Mobile,15.6,38.9,0,2.0
102908,424,299,20240217,Mobile,83.7,76.8,0,
102909,133,499,20230724,Mobile,63.4,65.4,0,1.0
102910,2282,222,20240822,Gaming Console,34.4,95.6,1,5.0
102911,486,271,20241119,Laptop,12.6,59.9,0,
102912,1784,446,20240419,Laptop,32.0,22.7,0,4.0
102913,1456,564,20240414,Mobile,57.5,56.9,0,3.0
102914,472,409,20240124,Mobile,3.2,9.5,0,
102915,795,483,20240826,Smart TV,110.9,88.0,0,3.0
102916,43,125,20241214,Smart TV,51.1,55.5,0,
102917,698,325,20241203,Laptop,101.3,70.3,0,2.0
102918,1215,566,20240823,Smart TV,25.4,45.4,0,5.0
102919,2609,465,20240522,Smart TV,17.5,31.7,0,1.0
102920,1340,481,20230819,Mobile,9.1,17.8,0,5.0
102921,1205,84,20231206,Smart TV,22.9,53.2,0,
102922,1693,37,20240815,Mobile,91.3,58.9,0,
102923,2002,351,20231110,Web Browser,32.7,37.6,0,1.0
102924,2366,472,20240924,Tablet,13.8,23.0,0,5.0
102925,1427,427,20230916,Smart TV,66.3,45.7,0,
102926,2616,566,20240510,Web Browser,36.5,65.1,0,
102927,332,402,20230331,Gaming Console,76.4,46.3,0,4.0
102928,2598,161,20240329,Smart TV,157.1,95.2,1,
102929,761,78,20241228,Gaming Console,6.7,7.8,0,
102930,373,600,20240711,Smart TV,16.0,35.5,0,
102931,2124,490,20241226,Mobile,18.3,21.5,0,
102932,2433,385,20240610,Tablet,163.3,93.9,1,1.0
102933,1315,293,20240924,Smart TV,95.4,62.7,0,
102934,31,140,20230528,Smart TV,22.0,41.5,0,
102935,2181,532,20240919,Smart TV,50.5,32.6,0,1.0
102936,893,303,20230805,Laptop,82.6,56.6,0,
102937,2498,477,20241011,Web Browser,29.9,74.7,0,
102938,616,229,20240510,Gaming Console,50.8,60.5,0,
102939,418,284,20231207,Mobile,27.5,72.5,0,5.0
102940,1573,138,20230916,Web Browser,17.5,64.8,0,
102941,199,37,20241210,Smart TV,127.9,82.5,0,
102942,1671,475,20240927,Mobile,98.2,71.7,0,3.0
102943,1062,210,20241008,Smart TV,27.1,57.7,0,3.0
102944,943,398,20231112,Laptop,115.1,75.8,0,5.0
102945,2582,72,20231015,Mobile,26.8,26.2,0,3.0
102946,2157,45,20240726,Laptop,20.7,68.9,0,4.0
102947,2989,538,20241224,Gaming Console,141.7,86.4,0,
102948,144,275,20241220,Tablet,66.2,47.3,0,5.0
102949,1542,419,20241118,Mobile,151.7,97.9,1,
102950,699,225,20241009,Laptop,17.8,11.4,0,5.0
102951,1106,187,20240915,Smart TV,90.1,57.0,0,
102952,1706,508,20240916,Laptop,66.1,59.0,0,
102953,460,446,20241213,Smart TV,115.7,82.1,0,2.0
102954,1311,385,20240924,Tablet,133.7,76.9,0,4.0
102955,1734,165,20240410,Smart TV,20.1,74.4,0,5.0
102956,364,506,20241210,Mobile,49.8,40.2,0,1.0
102957,2739,592,20240930,Laptop,63.9,58.6,0,5.0
102958,1350,508,20230530,Mobile,94.8,84.6,0,
102959,1244,211,20240603,Mobile,47.1,33.4,0,2.0
102960,1327,520,20231226,Smart TV,105.2,93.9,1,2.0
102961,2689,3,20230409,Laptop,38.3,30.6,0,3.0
102962,2213,590,20240403,Mobile,71.1,40.9,0,
102963,2955,389,20240323,Smart TV,13.0,25.4,0,4.0
102964,841,587,20240928,Tablet,91.6,73.8,0,
102965,752,515,20240802,Mobile,25.7,73.5,0,
102966,1928,499,20240926,Mobile,69.5,71.7,0,1.0
102967,2546,544,20240831,Web Browser,102.0,61.1,0,1.0
102968,623,304,20240714,Tablet,48.4,47.9,0,5.0
102969,840,297,20241220,Laptop,89.6,76.6,0,
102970,1076,288,20240324,Mobile,8.6,31.9,0,
102971,1839,437,20240901,Tablet,20.5,38.6,0,3.0
102972,936,212,20241130,Mobile,19.1,63.7,0,1.0
102973,2212,101,20240310,Smart TV,61.8,47.5,0,1.0
102974,15,389,20240326,Smart TV,21.5,42.2,0,3.0
102975,2674,116,20240426,Mobile,55.3,92.2,1,5.0
102976,2770,592,20231231,Smart TV,80.1,73.5,0,5.0
102977,2955,385,20241217,Laptop,117.3,67.4,0,3.0
102978,749,567,20241210,Gaming Console,33.3,31.7,0,1.0
102979,44,304,20241208,Smart TV,56.4,55.8,0,3.0
102980,1944,533,20240724,Mobile,23.9,15.2,0,
102981,2907,312,20240615,Mobile,11.8,21.1,0,
102982,12,528,20241208,Mobile,25.2,27.4,0,1.0
102983,382,540,20240506,Smart TV,26.7,70.2,0,
102984,2675,506,20240408,Tablet,108.1,87.2,0,2.0
102985,1149,73,20240715,Mobile,20.7,16.7,0,
102986,50,196,20231116,Web Browser,17.6,58.7,0,
102987,314,248,20240927,Tablet,81.1,66.5,0,5.0
102988,2315,522,20241024,Smart TV,7.7,30.9,0,5.0
102989,1395,16,20240717,Web Browser,25.7,48.4,0,
102990,2722,550,20230513,Web Browser,66.0,77.7,0,2.0
102991,2804,411,20241125,Mobile,65.0,67.0,0,
102992,705,99,20241218,Mobile,83.9,55.5,0,1.0
102993,2660,29,20231221,Smart TV,37.7,44.9,0,5.0
102994,1854,586,20240814,Web Browser,69.0,50.4,0,5.0
102995,1081,437,20240713,Web Browser,14.3,26.9,0,
102996,1328,98,20241222,Gaming Console,97.3,76.0,0,4.0
102997,2561,194,20240801,Laptop,2.8,10.0,0,
102998,1181,578,20241024,Smart TV,61.1,55.0,0,
102999,458,571,20240805,Mobile,4.5,9.3,0,1.0
103000,1063,516,20230918,Tablet,129.5,90.5,1,
103001,2238,522,20241024,Web Browser,20.4,81.6,0,
103002,1574,100,20231202,Mobile,13.2,9.1,0,
103003,1522,380,20240615,Laptop,21.2,96.2,1,
103004,616,190,20231022,Mobile,7.9,36.0,0,5.0
103005,1474,468,20230522,Mobile,47.1,30.6,0,
103006,1846,171,20241101,Mobile,33.5,88.1,0,
103007,2582,35,20230816,Mobile,7.0,7.2,0,
103008,1712,393,20240604,Smart TV,69.5,75.5,0,
103009,2229,412,20240125,Web Browser,87.5,78.1,0,5.0
103010,2225,62,20240808,Mobile,73.6,70.1,0,
103011,1142,70,20241127,Mobile,43.1,36.8,0,5.0
103012,2846,97,20240608,Mobile,20.9,80.5,0,
103013,1206,280,20241225,Tablet,16.1,73.1,0,
103014,943,464,20240422,Web Browser,38.8,34.0,0,5.0
103015,12,103,20241224,Gaming Console,25.3,74.5,0,5.0
103016,2139,228,20241227,Mobile,12.8,21.4,0,
103017,775,204,20241127,Mobile,24.3,51.7,0,1.0
103018,1311,336,20241123,Smart TV,20.1,20.1,0,
103019,2022,246,20240401,Web Browser,84.6,49.8,0,
103020,1504,554,20240818,Laptop,79.9,65.5,0,3.0
103021,2761,11,20241020,Web Browser,49.0,40.8,0,1.0
103022,272,480,20230508,Smart TV,30.5,17.7,0,5.0
103023,1837,140,20241011,Smart TV,7.1,13.4,0,3.0
103024,2679,591,20240830,Laptop,80.1,94.2,1,3.0
103025,999,79,20240520,Gaming Console,25.8,42.9,0,4.0
103026,2941,509,20241021,Laptop,127.4,75.0,0,4.0
103027,2307,481,20240226,Laptop,26.1,51.2,0,5.0
103028,60,393,20231108,Laptop,59.1,64.3,0,
103029,35,423,20231005,Smart TV,41.8,92.9,1,
103030,2699,264,20241105,Mobile,46.1,42.7,0,
103031,1409,429,20241005,Gaming Console,22.2,24.1,0,
103032,2188,308,20240217,Mobile,153.3,95.2,1,3.0
103033,2212,197,20241103,Smart TV,61.9,60.7,0,3.0
103034,2163,319,20241219,Gaming Console,29.1,48.5,0,3.0
103035,1073,140,20241110,Smart TV,50.0,94.3,1,1.0
103036,1943,244,20241031,Gaming Console,115.2,64.0,0,1.0
103037,1700,201,20240616,Mobile,88.9,83.1,0,2.0
103038,2314,376,20240515,Smart TV,145.8,87.9,0,
103039,2953,28,20241231,Smart TV,54.4,48.1,0,2.0
103040,2575,150,20241226,Smart TV,24.7,66.8,0,
103041,1776,192,20240614,Tablet,98.5,63.5,0,4.0
103042,1930,471,20241215,Tablet,33.4,71.2,0,5.0
103043,1394,136,20240802,Mobile,17.5,72.9,0,5.0
103044,2186,460,20241029,Gaming Console,123.9,69.6,0,
103045,1247,502,20231209,Tablet,39.3,93.5,1,2.0
103046,2042,551,20230822,Mobile,3.9,11.5,0,3.0
103047,1747,417,20240715,Mobile,31.0,88.6,0,4.0
103048,2185,325,20231113,Laptop,52.6,36.6,0,1.0
103049,2419,99,20240820,Smart TV,59.4,39.4,0,
103050,1870,211,20231219,Gaming Console,124.9,88.6,0,5.0
103051,2046,137,20240706,Web Browser,68.1,41.3,0,
103052,2384,412,20241029,Laptop,20.4,18.2,0,1.0
103053,35,555,20240922,Gaming Console,51.1,39.0,0,2.0
103054,906,225,20240110,Laptop,120.2,77.1,0,3.0
103055,717,543,20241123,Tablet,27.3,54.5,0,5.0
103056,589,177,20240629,Mobile,44.4,44.8,0,
103057,1935,91,20240610,Gaming Console,19.4,44.1,0,
103058,2864,296,20230821,Laptop,56.2,37.0,0,1.0
103059,953,518,20240718,Smart TV,8.0,16.0,0,
103060,2989,301,20241230,Smart TV,28.8,54.4,0,
103061,22,55,20240711,Smart TV,35.0,32.4,0,4.0
103062,78,326,20230602,Mobile,9.9,27.6,0,4.0
103063,2196,455,20240726,Smart TV,106.5,93.5,1,4.0
103064,849,418,20240927,Gaming Console,92.8,78.6,0,
103065,2783,502,20240912,Laptop,37.0,88.1,0,2.0
103067,2834,341,20240216,Mobile,123.4,69.7,0,3.0
103068,742,360,20240810,Gaming Console,16.0,39.9,0,
103069,1067,542,20240810,Tablet,22.1,43.4,0,4.0
103070,2589,187,20241224,Mobile,67.3,42.6,0,
103071,1908,340,20240526,Gaming Console,22.6,56.6,0,4.0
103072,2846,333,20240603,Smart TV,52.8,29.7,0,5.0
103073,2864,21,20230515,Gaming Console,68.6,54.5,0,5.0
103074,1945,187,20240326,Gaming Console,127.7,80.8,0,5.0
103075,1835,443,20240519,Web Browser,33.5,41.8,0,3.0
103076,747,426,20241206,Laptop,24.2,50.4,0,1.0
103077,2848,24,20240825,Mobile,145.2,94.3,1,
103078,1608,312,20241108,Web Browser,41.1,73.4,0,3.0
103079,1023,248,20241129,Smart TV,32.2,26.4,0,5.0
103080,2076,226,20240820,Smart TV,30.9,81.2,0,3.0
103081,2114,334,20240928,Gaming Console,108.0,68.4,0,
103082,1357,81,20241207,Laptop,29.9,50.6,0,1.0
103083,466,532,20231024,Mobile,46.9,30.2,0,5.0
103084,315,178,20241116,Web Browser,91.6,56.5,0,3.0
103085,281,592,20241210,Smart TV,83.7,76.8,0,2.0
103086,202,404,20241003,Laptop,50.5,31.5,0,5.0
103087,116,397,20240813,Smart TV,46.9,28.9,0,1.0
103088,1506,213,20241003,Tablet,23.0,25.6,0,2.0
103089,834,7,20240409,Mobile,56.6,46.8,0,3.0
103090,1150,439,20240305,Smart TV,24.3,24.0,0,3.0
103091,2838,475,20240808,Laptop,98.1,71.6,0,
103092,2744,407,20240707,Web Browser,77.4,58.7,0,
103093,606,456,20240710,Mobile,69.7,43.5,0,
103094,1237,282,20241020,Laptop,101.5,59.4,0,2.0
103095,2623,206,20241227,Tablet,14.0,7.9,0,
103096,415,417,20240617,Tablet,6.6,18.8,0,3.0
103097,313,370,20240203,Smart TV,29.9,80.9,0,2.0
103098,2189,461,20231216,Smart TV,68.2,60.9,0,
103099,1980,233,20241208,Web Browser,26.6,18.1,0,
103100,2516,201,20240519,Mobile,58.6,54.7,0,1.0
103101,2217,247,20240831,Smart TV,31.6,54.6,0,
103102,2391,115,20240808,Mobile,3.4,12.4,0,3.0
103103,123,456,20240714,Mobile,90.9,56.8,0,3.0
103104,136,263,20240621,Mobile,76.0,81.7,0,5.0
103105,1843,321,20240918,Laptop,23.3,21.8,0,
103106,106,251,20240703,Mobile,79.7,48.0,0,4.0
103107,1302,311,20241229,Smart TV,93.7,82.2,0,4.0
103108,1420,97,20240509,Mobile,22.9,88.1,0,2.0
103109,1236,549,20241103,Tablet,14.3,30.5,0,5.0
103110,342,379,20240802,Mobile,9.6,8.1,0,
103111,419,87,20241129,Laptop,96.3,86.8,0,4.0
103112,2848,340,20241201,Laptop,11.8,29.4,0,4.0
103113,2586,181,20240121,Laptop,28.6,47.6,0,
103114,438,497,20231219,Tablet,40.3,32.0,0,4.0
103115,2523,327,20240510,Smart TV,56.2,39.0,0,1.0
103116,373,535,20240308,Gaming Console,94.4,62.9,0,2.0
103117,2992,191,20241018,Smart TV,104.5,78.6,0,4.0
103118,2881,251,20241123,Tablet,81.5,49.1,0,4.0
103119,2780,53,20231101,Mobile,21.1,58.7,0,4.0
103120,919,469,20241225,Smart TV,10.7,48.5,0,
103121,2176,340,20241217,Tablet,31.8,79.5,0,
103122,1715,379,20231022,Tablet,71.7,60.3,0,4.0
103123,2485,496,20241217,Smart TV,77.6,59.3,0,2.0
103124,1337,163,20241101,Smart TV,24.2,65.3,0,3.0
103125,2516,324,20241031,Tablet,17.6,38.3,0,
103126,931,273,20240912,Mobile,118.8,67.9,0,4.0
103127,1576,134,20240918,Smart TV,58.1,53.3,0,4.0
103128,293,85,20230613,Laptop,76.5,44.7,0,
103129,2113,86,20240728,Smart TV,33.0,76.7,0,
103130,2291,500,20240606,Gaming Console,38.7,71.7,0,2.0
103131,1868,529,20240530,Web Browser,30.4,63.4,0,5.0
103132,1732,88,20241007,Smart TV,33.7,22.9,0,4.0
103133,2310,429,20241218,Smart TV,65.3,71.0,0,
103134,2186,321,20241015,Gaming Console,67.7,63.2,0,1.0
103135,2221,97,20230112,Laptop,11.7,45.0,0,
103136,1669,240,20241220,Smart TV,57.7,51.9,0,3.0
103137,2491,403,20241114,Mobile,7.9,26.5,0,4.0
103138,2713,354,20231011,Mobile,164.2,91.7,1,
103139,2358,183,20240617,Smart TV,73.8,87.9,0,4.0
103140,1302,24,20241231,Laptop,27.4,17.8,0,3.0
103141,2203,214,20241126,Smart TV,18.3,40.7,0,5.0
103142,941,484,20240601,Web Browser,72.8,77.4,0,1.0
103143,2669,159,20241208,Gaming Console,76.5,63.8,0,1.0
103144,2389,395,20240709,Mobile,28.3,26.0,0,2.0
103145,1476,151,20240902,Gaming Console,92.7,82.7,0,5.0
103146,725,510,20240811,Web Browser,66.2,48.3,0,3.0
103147,1950,348,20240207,Mobile,35.1,87.7,0,3.0
103148,2172,585,20241219,Smart TV,18.2,32.6,0,2.0
103149,1547,20,20240507,Tablet,69.5,77.2,0,
103150,2781,205,20230801,Laptop,16.0,28.1,0,1.0
103151,2892,247,20241225,Mobile,40.3,69.5,0,
103152,2984,195,20230619,Laptop,100.0,84.0,0,2.0
103153,778,131,20240512,Web Browser,28.0,26.1,0,
103154,2252,93,20240613,Laptop,21.6,47.0,0,
103155,1362,352,20241212,Laptop,66.5,44.9,0,2.0
103156,2490,451,20241114,Laptop,17.4,43.6,0,1.0
103157,2915,102,20241103,Mobile,20.0,41.7,0,5.0
103158,291,411,20241222,Gaming Console,67.5,69.6,0,2.0
103159,2338,548,20241030,Smart TV,78.2,75.2,0,
103160,1455,341,20230507,Web Browser,119.8,67.7,0,2.0
103161,1582,356,20231010,Mobile,66.7,55.1,0,
103163,2553,111,20240515,Mobile,8.3,23.6,0,5.0
103164,752,33,20240205,Mobile,41.9,24.1,0,5.0
103165,2877,598,20240908,Tablet,98.3,54.6,0,4.0
103166,1301,239,20240312,Tablet,87.7,77.6,0,
103167,463,452,20241216,Smart TV,37.4,70.6,0,5.0
103168,1205,8,20241024,Mobile,27.4,63.6,0,1.0
103169,1965,406,20240906,Smart TV,8.0,15.9,0,5.0
103170,635,123,20241229,Smart TV,98.1,81.7,0,
103171,1597,588,20241215,Mobile,50.2,93.0,1,
103172,1607,321,20240718,Web Browser,45.2,42.2,0,2.0
103173,2260,229,20240707,Smart TV,27.3,32.5,0,5.0
103174,1769,129,20241120,Smart TV,35.6,60.4,0,5.0
103175,2131,532,20240924,Web Browser,92.8,59.9,0,2.0
103176,1078,99,20240810,Smart TV,62.1,41.1,0,
103177,2958,124,20240804,Smart TV,74.0,92.6,1,
103178,2765,26,20240817,Smart TV,26.2,90.2,1,4.0
103179,2052,538,20240618,Mobile,146.4,89.3,0,
103180,68,350,20241113,Smart TV,31.4,89.7,0,2.0
103181,2455,358,20240822,Gaming Console,68.7,38.2,0,3.0
103182,1717,335,20241221,Laptop,57.0,57.0,0,5.0
103183,752,50,20230828,Mobile,27.9,26.3,0,4.0
103184,2897,188,20240908,Tablet,86.3,49.9,0,1.0
103185,843,498,20240429,Tablet,16.3,14.8,0,
103186,1140,231,20241111,Smart TV,11.7,24.9,0,4.0
103187,2814,73,20240305,Mobile,93.1,75.1,0,1.0
103188,123,20,20240718,Mobile,59.8,66.4,0,1.0
103189,2042,483,20240817,Mobile,28.0,22.2,0,
103190,694,597,20240804,Mobile,83.0,54.6,0,
103191,785,192,20240820,Smart TV,64.6,41.7,0,
103192,732,378,20241117,Tablet,109.3,71.4,0,
103193,1343,124,20240210,Smart TV,27.6,34.5,0,
103194,2367,447,20240303,Smart TV,14.0,46.8,0,
103195,2859,201,20241120,Mobile,19.5,18.3,0,1.0
103196,1428,484,20241204,Smart TV,55.9,59.5,0,5.0
103197,2418,123,20241227,Smart TV,25.2,21.0,0,4.0
103198,2516,217,20240909,Gaming Console,21.6,45.9,0,
103199,1488,160,20230824,Gaming Console,36.6,85.2,0,
103200,532,8,20240305,Laptop,16.5,38.4,0,3.0
103201,1095,334,20241029,Mobile,66.9,42.4,0,5.0
103202,1803,304,20240929,Smart TV,55.9,55.4,0,5.0
103203,951,590,20241214,Smart TV,37.4,21.5,0,
103204,943,584,20240416,Smart TV,55.4,36.5,0,
103205,191,444,20241025,Laptop,76.8,64.6,0,5.0
103206,1823,74,20241024,Tablet,96.2,67.8,0,2.0
103207,1329,221,20240212,Tablet,10.0,12.5,0,5.0
103208,678,175,20241226,Laptop,44.6,35.4,0,5.0
103209,603,41,20240322,Smart TV,25.9,83.5,0,1.0
103210,2803,418,20240704,Laptop,110.1,93.3,1,2.0
103211,2289,387,20240410,Gaming Console,20.0,21.1,0,
103212,1035,503,20240114,Mobile,59.8,69.6,0,
103213,2916,466,20241007,Laptop,62.0,72.9,0,4.0
103214,1352,547,20240323,Mobile,22.6,41.8,0,2.0
103215,2083,457,20240811,Tablet,35.4,69.4,0,1.0
103216,2526,75,20240403,Mobile,8.0,21.5,0,2.0
103218,1302,76,20241220,Smart TV,36.0,65.4,0,4.0
103219,278,193,20230620,Mobile,58.8,49.8,0,
103220,1978,201,20240910,Smart TV,83.0,77.6,0,
103221,1282,80,20241223,Mobile,48.5,86.6,0,
103222,2816,370,20241009,Tablet,15.4,41.6,0,3.0
103223,2866,421,20240603,Mobile,11.3,51.3,0,4.0
103224,2173,172,20240129,Smart TV,34.7,26.3,0,4.0
103225,454,514,20240116,Mobile,10.3,42.8,0,
103226,2505,405,20241111,Smart TV,29.1,72.6,0,3.0
103227,2439,263,20240421,Smart TV,75.8,81.5,0,2.0
103228,739,155,20240709,Laptop,126.5,74.0,0,1.0
103229,2520,424,20240219,Mobile,23.4,55.8,0,5.0
103230,2645,15,20241026,Mobile,104.2,70.9,0,1.0
103231,794,569,20241231,Tablet,22.1,20.3,0,
103232,2861,143,20240309,Mobile,56.5,59.5,0,5.0
103233,1455,323,20230317,Laptop,2.8,8.7,0,2.0
103234,2999,159,20230411,Mobile,87.2,72.6,0,5.0
103235,1506,112,20240923,Laptop,130.9,86.7,0,5.0
103236,2089,281,20241109,Laptop,32.1,72.9,0,3.0
103237,532,448,20241105,Smart TV,108.2,87.2,0,3.0
103238,1472,19,20241230,Mobile,16.3,60.3,0,
103239,1964,7,20241023,Smart TV,99.0,81.9,0,
103240,2358,158,20240920,Smart TV,13.5,42.0,0,5.0
103241,2174,23,20240814,Gaming Console,23.1,42.7,0,3.0
103242,2297,59,20241230,Smart TV,66.3,45.4,0,
103243,78,2,20230329,Tablet,45.2,51.9,0,5.0
103244,2324,513,20241202,Gaming Console,146.7,85.8,0,2.0
103245,851,111,20240806,Smart TV,15.4,43.9,0,4.0
103246,1546,506,20240926,Mobile,49.9,40.2,0,
103247,2393,477,20241021,Laptop,30.3,75.9,0,1.0
103248,2263,14,20231126,Smart TV,41.3,79.5,0,
103249,2326,303,20230912,Smart TV,23.5,16.1,0,5.0
103250,1156,329,20240727,Web Browser,25.9,50.8,0,2.0
103251,2029,498,20240625,Laptop,103.5,94.1,1,
103252,1813,90,20240828,Smart TV,162.3,91.2,1,
103253,1379,463,20241228,Smart TV,52.1,33.8,0,5.0
103254,656,354,20241105,Tablet,155.0,86.6,0,5.0
103255,1883,420,20241215,Web Browser,22.6,48.1,0,2.0
103256,2847,40,20240113,Tablet,10.6,46.1,0,5.0
103257,2127,465,20241121,Smart TV,25.4,46.3,0,2.0
103258,2373,362,20240707,Smart TV,55.8,68.1,0,5.0
103259,581,389,20241225,Gaming Console,36.6,71.8,0,1.0
